Sample,TMB,TNB,GANB
DO48518,49,7,59
DO51251,54,7,57
DO1010,101,7,50
DO27104,152,7,46
DO32860,44,7,45
DO51120,24,7,43
DO15911,40,7,40
DO37409,666,7,40
DO51147,21,7,40
DO51472,55,7,40
DO35216,17,7,36
DO50311,128,7,36
DO50321,71,7,35
DO218769,98,7,33
DO28823,43,7,33
DO47737,68,7,33
DO27807,40,7,32
DO22986,31,7,31
DO50393,140,7,31
DO35186,78,7,29
DO33000,54,7,28
DO34600,33,7,28
DO37424,164,7,28
DO46327,62,7,26
DO27787,48,7,24
DO45009,74,7,24
DO52621,7,7,24
DO51501,36,7,22
DO45179,63,7,21
DO52539,36,7,21
DO12814,43,7,20
DO51954,45,7,20
DO52676,33,7,20
DO35228,34,7,19
DO51600,50,7,19
DO50827,53,7,18
DO11782,51,7,17
DO46793,11,7,17
DO45161,74,7,16
DO50831,40,7,16
DO22875,34,7,15
DO26572,91,7,15
DO39306,15,7,15
DO48971,16,7,15
DO49529,15,7,15
DO18701,38,7,14
DO218072,19,7,14
DO220341,7,7,14
DO23687,22,7,14
DO27769,36,7,14
DO35569,9,7,14
DO35581,10,7,14
DO45095,41,7,14
DO46961,52,7,14
DO479,22,7,14
DO48541,13,7,14
DO48905,25,7,14
DO49531,4,7,14
DO52572,16,7,14
DO52668,19,7,14
DO1005,69,8,169
DO220349,37,8,167
DO52603,22,8,142
DO38807,77,8,128
DO52538,43,8,128
DO50331,138,8,121
DO46498,84,8,115
DO5626,44,8,102
DO42937,53,8,99
DO2647,54,8,94
DO1291,46,8,90
DO2897,77,8,86
DO46344,38,8,82
DO26894,160,8,81
DO3037,17,8,76
DO52543,85,8,72
DO35116,68,8,58
DO10839,135,8,57
DO51155,21,8,53
DO48759,49,8,52
DO218150,41,8,50
DO3874,30,8,50
DO52558,39,8,50
DO822,103,8,50
DO49430,65,8,48
DO51535,32,8,47
DO15503,15,8,44
DO34288,31,8,43
DO37515,320,8,43
DO46356,59,8,42
DO23527,63,8,41
DO46384,15,8,40
DO26476,192,8,38
DO35406,32,8,36
DO52029,47,8,36
DO23549,71,8,35
DO50357,101,8,35
DO12742,50,8,34
DO49090,33,8,34
DO34785,48,8,33
DO48930,14,8,33
DO51074,30,8,32
DO50778,28,8,31
DO10809,56,8,28
DO220874,212,8,28
DO23073,92,8,28
DO52594,20,8,27
DO35612,16,8,26
DO45067,65,8,26
DO23520,70,8,25
DO46350,37,8,24
DO27805,49,8,23
DO46779,69,8,23
DO48704,64,8,22
DO48715,47,8,22
DO14742,62,8,21
DO35126,47,8,21
DO50776,128,8,20
DO6255,41,8,20
DO45065,32,8,19
DO48694,30,8,19
DO45069,102,8,18
DO46889,46,8,18
DO7280,18,8,18
DO220333,18,8,17
DO45083,126,8,17
DO45197,69,8,17
DO4719,30,8,17
DO48893,56,8,17
DO18839,46,8,16
DO220334,16,8,16
DO22490,25,8,16
DO22887,32,8,16
DO2503,15,8,16
DO27799,21,8,16
DO27857,62,8,16
DO39016,21,8,16
DO42432,41,8,16
DO48103,17,8,16
DO48474,44,8,16
DO48700,38,8,16
DO48721,105,8,16
DO52712,24,8,16
DO8898,1308,8,16
DO220843,58,9,264
DO4635,62,9,225
DO29760,46,9,98
DO50339,209,9,92
DO46586,56,9,91
DO49113,57,9,77
DO52548,26,9,72
DO15815,172,9,68
DO50446,118,9,66
DO51491,112,9,66
DO45257,41,9,65
DO51518,36,9,63
DO36801,132,9,59
DO45269,71,9,57
DO50318,92,9,55
DO35305,36,9,54
DO35184,30,9,52
DO52505,32,9,51
DO33208,36,9,48
DO2719,37,9,47
DO49129,35,9,45
DO34640,84,9,44
DO50343,153,9,44
DO51533,44,9,42
DO24497,42,9,41
DO45307,35,9,37
DO220850,87,9,36
DO51063,17,9,36
DO7172,14,9,36
DO10844,41,9,35
DO220908,484,9,35
DO2842,30,9,35
DO50396,82,9,33
DO51072,20,9,33
DO52610,56,9,33
DO48681,79,9,32
DO48732,111,9,32
DO23518,76,9,30
DO218831,24,9,29
DO26798,278,9,28
DO35198,60,9,27
DO16881,66,9,26
DO45267,128,9,26
DO50855,46,9,26
DO51157,20,9,26
DO26976,151,9,23
DO36822,133,9,23
DO46398,49,9,23
DO45247,27,9,22
DO23651,15,9,21
DO45077,93,9,21
DO48922,8,9,21
DO50428,31,9,21
DO6362,23,9,21
DO47841,85,9,20
DO52675,205,9,20
DO20416,51,9,18
DO217953,24,9,18
DO218770,25,9,18
DO220351,24,9,18
DO220354,16,9,18
DO22838,58,9,18
DO22854,79,9,18
DO33152,45,9,18
DO45149,64,9,18
DO45281,92,9,18
DO46937,80,9,18
DO52722,19,9,18
DO6350,15,9,18
DO219952,44,10,213
DO46330,143,10,163
DO5696,77,10,152
DO219966,29,10,126
DO44974,197,10,106
DO46325,60,10,103
DO48674,67,10,98
DO51956,28,10,90
DO51481,46,10,83
DO220859,350,10,81
DO36283,30,10,76
DO50832,93,10,76
DO2455,52,10,74
DO8047,78,10,72
DO32916,100,10,67
DO28024,62,10,64
DO36945,70,10,63
DO45079,67,10,63
DO14942,36,10,54
DO33512,52,10,52
DO37827,337,10,52
DO36431,88,10,42
DO51103,27,10,42
DO28763,34,10,41
DO548,86,10,40
DO44087,54,10,38
DO45273,53,10,37
DO50417,14,10,36
DO25927,104,10,35
DO14204,52,10,34
DO11441,45,10,29
DO14814,93,10,28
DO49533,7,10,27
DO50859,107,10,27
DO46792,54,10,25
DO51122,28,10,25
DO50850,77,10,24
DO51522,30,10,24
DO13192,77,10,23
DO48697,37,10,22
DO20905,49,10,21
DO50783,55,10,21
DO17054,55,10,20
DO17074,50,10,20
DO2096,44,10,20
DO36159,1,10,20
DO39070,22,10,20
DO39363,35,10,20
DO42544,41,10,20
DO45171,42,10,20
DO47080,39,10,20
DO48693,26,10,20
DO48753,37,10,20
DO48898,26,10,20
DO50818,119,10,20
DO52591,18,10,20
DO52710,37,10,20
DO50354,72,11,338
DO218030,123,11,252
DO46448,83,11,201
DO1018,45,11,193
DO52554,56,11,170
DO217907,54,11,166
DO51964,50,11,152
DO46416,107,11,141
DO37435,316,11,81
DO51053,33,11,78
DO218728,53,11,77
DO34793,35,11,76
DO52605,71,11,74
DO217788,39,11,72
DO29980,46,11,67
DO50345,179,11,67
DO16269,35,11,66
DO45185,77,11,62
DO46568,44,11,55
DO51116,23,11,50
DO52670,128,11,50
DO22959,46,11,41
DO49442,51,11,39
DO218684,65,11,36
DO51064,31,11,35
DO23702,64,11,33
DO34312,44,11,31
DO51466,42,11,31
DO9106,56,11,31
DO51549,75,11,30
DO34504,20,11,28
DO23543,66,11,25
DO27853,145,11,25
DO14678,235,11,24
DO220875,1007,11,24
DO27825,29,11,24
DO52696,16,11,24
DO35360,40,11,23
DO48709,63,11,23
DO217800,27,11,22
DO220821,28,11,22
DO23528,30,11,22
DO42400,1271,11,22
DO42424,32,11,22
DO46856,82,11,22
DO46917,65,11,22
DO47153,34,11,22
DO48720,35,11,22
DO37474,1400,12,198
DO46542,127,12,168
DO31729,75,12,162
DO218223,113,12,145
DO220842,111,12,137
DO4766,59,12,120
DO46588,62,12,107
DO43859,56,12,90
DO669,71,12,82
DO1001,57,12,77
DO14566,488,12,73
DO52518,15,12,72
DO52692,269,12,66
DO32875,34,12,59
DO50329,110,12,59
DO12952,63,12,57
DO51154,22,12,57
DO22970,82,12,53
DO10843,82,12,49
DO50328,174,12,49
DO222288,23,12,46
DO23028,76,12,43
DO49454,32,12,41
DO23513,104,12,40
DO52650,130,12,40
DO15591,92,12,37
DO50362,105,12,37
DO33160,44,12,36
DO536,103,12,33
DO37439,405,12,32
DO18392,59,12,29
DO45147,62,12,29
DO50793,95,12,29
DO22932,68,12,26
DO45115,102,12,26
DO50416,30,12,26
DO222304,90,12,25
DO18988,46,12,24
DO23538,70,12,24
DO36262,15,12,24
DO44875,28,12,24
DO48952,6,12,24
DO49738,21,12,24
DO30750,142,13,288
DO219961,38,13,269
DO51494,125,13,179
DO12370,38,13,141
DO28053,76,13,118
DO477,258,13,107
DO220176,46,13,103
DO220882,658,13,94
DO46336,48,13,89
DO218212,55,13,87
DO46571,62,13,79
DO224498,56,13,77
DO219106,155,13,72
DO220828,56,13,65
DO51056,21,13,61
DO37427,58,13,55
DO52172,68,13,54
DO220893,395,13,49
DO43739,35,13,47
DO47116,76,13,44
DO3140,43,13,43
DO50319,235,13,42
DO45119,120,13,41
DO48677,106,13,40
DO51546,50,13,39
DO220884,396,13,36
DO22978,53,13,35
DO23542,92,13,34
DO23735,46,13,34
DO220912,753,13,32
DO44740,68,13,29
DO48687,43,13,29
DO49536,12,13,29
DO52655,146,13,29
DO44744,75,13,28
DO46813,31,13,28
DO50402,60,13,28
DO49528,19,13,27
DO51060,30,13,27
DO222309,122,13,26
DO35620,6,13,26
DO37418,1102,13,26
DO45195,14,13,26
DO46921,28,13,26
DO47132,22,13,26
DO49181,26,13,26
DO51515,50,13,26
DO52511,24,13,26
DO52708,31,13,26
DO29850,59,14,277
DO43610,241,14,215
DO2551,45,14,194
DO47863,60,14,194
DO220886,2784,14,131
DO37719,459,14,130
DO23519,67,14,128
DO48737,72,14,126
DO50408,177,14,86
DO44091,137,14,83
DO5661,95,14,79
DO2323,42,14,77
DO3482,108,14,76
DO217836,121,14,73
DO35082,73,14,73
DO52504,19,14,71
DO51496,53,14,51
DO45071,91,14,50
DO52639,41,14,50
DO45233,45,14,49
DO51088,31,14,49
DO51487,39,14,49
DO219580,16,14,44
DO15398,114,14,43
DO22914,61,14,42
DO35236,79,14,39
DO220907,619,14,37
DO45029,56,14,36
DO45165,62,14,35
DO48723,73,14,33
DO49127,32,14,32
DO33016,51,14,31
DO45035,78,14,31
DO856,424,14,31
DO23508,150,14,29
DO26692,97,14,29
DO52690,45,14,29
DO20923,45,14,28
DO220510,41,14,28
DO22293,28,14,28
DO23512,74,14,28
DO32984,37,14,28
DO46853,60,14,28
DO47108,12,14,28
DO47128,67,14,28
DO47156,50,14,28
DO48730,47,14,28
DO51484,45,14,28
DO219949,67,15,232
DO222292,89,15,174
DO42240,63,15,121
DO14236,162,15,112
DO51527,75,15,102
DO26475,203,15,85
DO46329,74,15,76
DO46388,46,15,76
DO220910,214,15,68
DO45127,175,15,67
DO26461,189,15,63
DO33544,60,15,54
DO50387,208,15,48
DO50829,59,15,45
DO52663,112,15,45
DO51090,19,15,44
DO50805,107,15,40
DO27067,300,15,35
DO50787,49,15,34
DO220355,22,15,32
DO45097,67,15,32
DO46885,39,15,32
DO48751,103,15,31
DO218182,22,15,30
DO36103,3,15,30
DO1954,44,16,146
DO40930,41,16,124
DO4080,75,16,117
DO50412,133,16,99
DO17977,67,16,84
DO22994,59,16,78
DO218306,146,16,77
DO219975,32,16,71
DO50431,43,16,65
DO50348,156,16,63
DO51073,22,16,63
DO27811,156,16,60
DO221541,102,16,58
DO51479,56,16,54
DO49436,57,16,49
DO51470,32,16,45
DO220825,20,16,43
DO45209,65,16,42
DO36572,74,16,41
DO24467,176,16,40
DO7822,73,16,35
DO220896,340,16,34
DO220887,370,16,33
DO33184,61,16,33
DO48914,51,16,33
DO27803,62,16,32
DO35628,10,16,32
DO46901,43,16,32
DO48760,72,16,32
DO52552,67,17,228
DO220847,35,17,208
DO27747,327,17,162
DO14049,36,17,131
DO37607,271,17,131
DO218673,103,17,102
DO575,115,17,92
DO220844,35,17,88
DO46333,89,17,85
DO50438,107,17,84
DO51500,54,17,84
DO50342,260,17,71
DO50320,140,17,69
DO50437,116,17,60
DO50367,57,17,56
DO218411,85,17,54
DO50803,99,17,54
DO46358,40,17,53
DO50423,12,17,52
DO26492,115,17,50
DO51529,73,17,50
DO23517,75,17,49
DO27588,155,17,48
DO49184,38,17,45
DO45131,51,17,44
DO218488,25,17,43
DO45141,80,17,42
DO49466,61,17,42
DO22953,112,17,41
DO17085,22,17,38
DO48900,33,17,34
DO49532,11,17,34
DO51100,22,17,34
DO51118,32,17,34
DO52559,109,18,232
DO5312,42,18,228
DO219969,46,18,174
DO1249,125,18,155
DO38871,51,18,137
DO32646,35,18,129
DO52641,27,18,126
DO28952,64,18,120
DO45173,79,18,107
DO221546,41,18,101
DO46602,35,18,93
DO33368,77,18,92
DO51061,36,18,90
DO220138,59,18,84
DO50355,146,18,82
DO50372,143,18,76
DO220866,151,18,74
DO218695,80,18,72
DO50332,185,18,71
DO44832,189,18,64
DO33032,45,18,53
DO45091,125,18,51
DO14250,471,18,50
DO51054,29,18,49
DO52565,32,18,49
DO32833,34,18,48
DO48940,17,18,48
DO44872,79,18,47
DO45251,33,18,47
DO675,99,18,46
DO25104,385,18,45
DO52684,121,18,45
DO220879,573,18,43
DO50780,124,18,42
DO26599,291,18,40
DO44877,74,18,40
DO52659,76,18,40
DO49880,30,18,39
DO220357,9,18,37
DO35841,17,18,37
DO220820,20,18,36
DO220883,330,18,36
DO222307,123,18,36
DO32893,27,18,36
DO44465,48,18,36
DO44469,88,18,36
DO45064,98,18,36
DO2995,67,19,621
DO218547,98,19,268
DO50384,244,19,162
DO483,217,19,122
DO26445,292,19,90
DO46787,31,19,90
DO50330,104,19,88
DO50842,107,19,85
DO33264,68,19,61
DO46390,113,19,57
DO42169,61,19,56
DO217950,66,19,50
DO36248,35,19,44
DO218159,42,19,41
DO46761,27,19,40
DO47064,42,19,39
DO20915,67,19,38
DO27767,45,19,38
DO27795,26,19,38
DO45143,42,19,38
DO47096,41,19,38
DO52653,46,19,38
DO50840,61,20,207
DO217987,17,20,150
DO46424,216,20,139
DO47542,420,20,122
DO10858,223,20,98
DO10841,90,20,94
DO9034,85,20,82
DO1004,91,20,77
DO45075,95,20,72
DO13510,84,20,68
DO220862,409,20,68
DO51478,99,20,67
DO14614,109,20,65
DO220865,49,20,57
DO23521,73,20,57
DO25010,279,20,56
DO51467,51,20,56
DO46913,48,20,49
DO48991,60,20,46
DO51503,32,20,46
DO51509,35,20,43
DO35625,36,20,42
DO37782,1823,20,40
DO44528,60,20,40
DO47000,43,20,40
DO48482,82,20,40
DO48495,48,20,40
DO49768,61,20,40
DO52698,10,20,40
DO52716,15,20,40
DO52613,97,21,255
DO52171,119,21,171
DO50327,58,21,164
DO40806,46,21,140
DO4473,27,21,114
DO9042,153,21,107
DO51143,30,21,88
DO50349,77,21,80
DO45043,62,21,79
DO45049,160,21,74
DO51117,34,21,74
DO37138,88,21,73
DO47929,68,21,73
DO218502,27,21,66
DO11148,86,21,56
DO22998,27,21,55
DO52674,400,21,55
DO1007,28,21,50
DO37896,413,21,46
DO6314,89,21,45
DO220474,14,21,42
DO35556,7,21,42
DO48892,18,21,42
DO13318,39,22,120
DO50444,162,22,116
DO51075,49,22,88
DO45203,104,22,81
DO44095,93,22,79
DO221540,66,22,76
DO2593,202,22,73
DO3412,28,22,68
DO51050,39,22,65
DO46783,77,22,57
DO23544,98,22,56
DO220913,576,22,53
DO48757,68,22,52
DO50424,36,22,52
DO22866,77,22,46
DO20770,42,22,45
DO33200,43,22,45
DO15110,44,22,44
DO44515,58,22,44
DO47016,51,22,44
DO1392,86,23,325
DO41943,132,23,210
DO2509,55,23,175
DO50411,224,23,140
DO52689,88,23,134
DO31551,43,23,122
DO41951,32,23,102
DO37074,152,23,82
DO44883,106,23,81
DO218656,69,23,77
DO26596,131,23,74
DO25189,1231,23,70
DO35290,56,23,65
DO23509,79,23,64
DO220468,25,23,61
DO34696,78,23,59
DO10835,11,23,56
DO5046,24,23,56
DO34264,60,23,53
DO50789,67,23,53
DO18016,67,23,50
DO19380,42,23,46
DO218388,24,23,46
DO220549,10,23,46
DO22382,26,23,46
DO23610,82,23,46
DO46933,83,23,46
DO4695,130,24,301
DO28521,83,24,194
DO46380,69,24,186
DO26280,248,24,165
DO30090,70,24,156
DO2539,64,24,152
DO4138,51,24,143
DO46342,134,24,129
DO47072,89,24,87
DO51538,44,24,87
DO10631,90,24,83
DO23525,110,24,78
DO50814,103,24,75
DO220885,721,24,74
DO30970,94,24,74
DO35376,38,24,72
DO42536,61,24,55
DO48573,26,24,55
DO17848,38,24,48
DO6378,21,24,48
DO9876,4754,24,48
DO472,292,25,237
DO217814,81,25,175
DO38547,279,25,144
DO31150,110,25,110
DO1301,34,25,91
DO38791,61,25,76
DO26540,327,25,64
DO14232,147,25,62
DO36386,83,25,61
DO220894,355,25,60
DO45293,85,25,60
DO51115,12,25,56
DO44093,78,25,55
DO37750,393,25,53
DO47747,77,25,53
DO33376,52,25,52
DO18671,89,25,50
DO220338,26,25,50
DO45125,30,25,50
DO46897,212,25,50
DO51548,70,25,50
DO38423,250,26,361
DO51965,108,26,326
DO26434,144,26,202
DO38571,157,26,199
DO38238,50,26,193
DO43210,84,26,160
DO46370,102,26,140
DO26971,335,26,138
DO51094,35,26,124
DO50440,126,26,89
DO35350,103,26,85
DO45231,57,26,78
DO33472,44,26,75
DO13575,21,26,72
DO33008,59,26,69
DO720,118,26,68
DO220901,437,26,63
DO23537,109,26,61
DO2084,19,26,60
DO46581,36,26,60
DO45123,73,26,59
DO48742,135,26,54
DO221127,61,26,52
DO27821,37,26,52
DO37267,48,26,52
DO45191,45,26,52
DO50316,144,27,174
DO50364,103,27,154
DO14343,263,27,132
DO34680,86,27,104
DO26553,213,27,85
DO45045,62,27,82
DO23535,72,27,71
DO25622,259,27,66
DO42464,49,27,63
DO27081,310,27,61
DO46763,27,27,60
DO51483,65,27,60
DO46832,71,27,58
DO45061,33,27,56
DO51543,50,27,56
DO20849,76,27,54
DO26653,69,27,54
DO45287,79,27,54
DO50822,69,27,54
DO46412,103,28,398
DO32596,151,28,299
DO1020,59,28,245
DO50385,136,28,217
DO50799,75,28,170
DO52307,44,28,169
DO220888,59,28,155
DO51473,59,28,93
DO22860,50,28,89
DO217864,81,28,81
DO4185,66,28,81
DO52516,35,28,74
DO23942,38,28,68
DO48706,109,28,67
DO48695,82,28,58
DO46881,70,28,57
DO48891,23,28,56
DO48899,46,28,56
DO38635,219,29,572
DO50447,160,29,248
DO43811,84,29,166
DO38226,80,29,129
DO34809,107,29,127
DO218136,174,29,120
DO220902,1481,29,113
DO27783,82,29,110
DO32980,68,29,97
DO47785,219,29,94
DO45225,103,29,77
DO46340,59,29,72
DO13132,51,29,71
DO46796,27,29,69
DO23522,64,29,64
DO45073,88,29,62
DO22536,34,29,58
DO44890,87,30,206
DO498,117,30,173
DO221124,87,30,165
DO32831,147,30,112
DO33552,113,30,112
DO27779,249,30,109
DO218440,98,30,99
DO218419,59,30,90
DO5347,40,30,90
DO52645,46,30,88
DO24860,149,30,86
DO15791,333,30,84
DO27453,181,30,82
DO218605,40,30,81
DO12382,26,30,80
DO23533,90,30,62
DO48889,32,30,60
DO51171,22,30,60
DO41157,47,31,302
DO36556,11773,31,246
DO47859,81,31,167
DO31869,124,31,138
DO15022,59,31,134
DO33400,60,31,100
DO38535,90,31,98
DO34448,129,31,84
DO50844,126,31,84
DO221123,194,31,82
DO48578,22,31,82
DO35152,41,31,75
DO38831,70,31,73
DO45117,109,31,67
DO3352,40,31,65
DO17751,55,31,62
DO23550,73,31,62
DO47104,49,31,62
DO4963,106,32,233
DO41398,248,32,201
DO218068,200,32,184
DO38129,294,32,167
DO36459,92,32,140
DO10975,103,32,116
DO51139,23,32,111
DO34736,79,32,95
DO45199,101,32,91
DO50336,65,32,91
DO222299,55,32,84
DO8658,174,32,72
DO16769,71,32,64
DO20863,46,32,64
DO218491,88,32,64
DO220340,16,32,64
DO46945,49,32,64
DO46973,68,32,64
DO47048,40,32,64
DO50406,445,33,239
DO51485,43,33,195
DO7990,170,33,179
DO46611,73,33,141
DO50340,97,33,131
DO48552,28,33,72
DO27484,305,33,70
DO46909,73,33,68
DO49433,30,33,67
DO18651,34,33,66
DO45227,84,34,214
DO52557,125,34,199
DO27827,174,34,188
DO50806,71,34,183
DO51960,40,34,161
DO220841,83,34,151
DO22836,149,34,135
DO33248,56,34,87
DO220449,10,34,71
DO33077,47,34,71
DO44092,166,34,70
DO50802,61,34,68
DO50816,83,34,68
DO3614,182,35,267
DO23023,94,35,202
DO38847,112,35,161
DO50346,225,35,145
DO37445,51,35,107
DO49135,42,35,87
DO48906,40,35,85
DO47100,146,35,81
DO14296,89,35,79
DO16110,62,35,75
DO23532,44,35,70
DO46844,79,35,70
DO46354,67,36,161
DO3110,226,36,155
DO41217,124,36,147
DO44982,108,36,128
DO51110,33,36,109
DO46368,56,36,105
DO52665,93,36,90
DO27833,96,36,89
DO33344,71,36,89
DO45277,81,36,82
DO18164,49,36,72
DO48516,75,36,72
DO50326,240,37,169
DO50399,91,37,157
DO15870,439,37,125
DO50307,157,37,125
DO222306,215,37,113
DO220851,2093,37,102
DO220895,437,37,102
DO220881,741,37,100
DO804,265,37,98
DO26993,310,37,96
DO48701,112,37,87
DO16233,35,37,74
DO20867,65,37,74
DO38779,85,38,244
DO46394,124,38,220
DO50337,152,38,207
DO49080,68,38,151
DO51493,241,38,127
DO43162,342,38,121
DO36253,27,38,117
DO220877,3561,38,107
DO44828,142,38,103
DO45175,70,38,95
DO220890,656,38,89
DO47092,78,38,86
DO51187,33,38,85
DO45133,73,38,84
DO2055,71,39,341
DO51476,121,39,222
DO5200,100,39,188
DO52542,43,39,153
DO47171,42,39,114
DO27208,239,39,96
DO10806,99,39,81
DO50325,127,39,81
DO44994,71,39,78
DO47150,52,39,78
DO52679,201,39,78
DO49419,124,40,177
DO26957,213,40,132
DO51096,14,40,124
DO50815,85,40,119
DO23524,54,40,103
DO46331,58,40,95
DO46873,53,40,95
DO51510,97,40,92
DO13971,47,40,89
DO52640,57,40,89
DO46859,46,40,86
DO16113,44,40,84
DO22524,38,40,80
DO44520,59,40,80
DO5745,148,41,300
DO220880,380,41,214
DO27318,338,41,117
DO220872,908,41,107
DO51051,56,41,99
DO50809,55,41,95
DO218489,39,41,86
DO46561,70,42,160
DO26354,123,42,123
DO220899,1457,42,114
DO44986,49,42,107
DO49460,55,42,89
DO47052,63,42,85
DO51955,53,43,174
DO38603,128,43,129
DO9732,106,43,117
DO15414,185,43,94
DO50825,121,43,91
DO46977,35,43,89
DO49659,86,43,89
DO52688,43,43,87
DO19048,56,43,86
DO33408,32,43,86
DO46929,90,43,86
DO50389,153,44,257
DO50314,137,44,221
DO27326,416,44,186
DO23551,107,44,133
DO50442,223,44,123
DO50401,167,44,118
DO24675,248,44,108
DO50834,108,44,100
DO9074,92,44,91
DO45163,119,44,90
DO51530,81,45,124
DO26710,324,45,122
DO26563,165,45,118
DO33288,79,45,95
DO47174,66,45,93
DO52671,96,45,90
DO50441,194,46,255
DO28119,113,46,150
DO23018,128,46,143
DO48719,224,46,99
DO47243,47,46,92
DO52652,79,46,92
DO2706,108,47,369
DO50315,149,47,227
DO50398,175,47,218
DO37432,3509,47,122
DO23516,161,47,116
DO9700,138,47,107
DO220153,28,47,105
DO51502,42,47,95
DO20839,82,47,94
DO47088,104,47,94
DO44111,89,48,328
DO31769,67,48,212
DO51093,26,48,169
DO27851,198,48,139
DO11382,43,48,134
DO4233,87,48,128
DO27120,418,48,119
DO7801,3601,48,118
DO32960,27,48,115
DO34616,46,48,106
DO52661,63,48,98
DO26459,129,49,169
DO220900,527,49,131
DO24307,194,49,128
DO48977,24,49,109
DO36223,16,49,98
DO45193,103,50,173
DO23584,68,50,170
DO220898,461,50,104
DO218773,68,50,101
DO50813,98,50,101
DO16999,33,50,100
DO46953,51,50,100
DO48509,98,50,100
DO2341,157,51,418
DO4155,190,51,272
DO44885,69,51,130
DO45139,164,51,122
DO51142,49,51,119
DO555,170,51,112
DO51499,39,51,109
DO45055,40,51,108
DO26719,224,52,282
DO46372,105,52,219
DO46386,58,52,153
DO14192,118,52,138
DO2222,89,52,125
DO45169,145,52,124
DO23744,360,52,121
DO44088,148,52,108
DO220157,28,52,104
DO220873,531,52,104
DO44485,81,52,104
DO46925,62,52,104
DO2783,115,53,398
DO44930,28,53,192
DO50798,136,53,140
DO24729,248,53,113
DO52672,108,53,107
DO16248,91,53,106
DO26427,197,54,234
DO45057,112,54,181
DO8730,4462,54,131
DO52666,173,54,125
DO22839,188,54,111
DO16136,70,54,108
DO20082,62,54,108
DO46827,68,54,108
DO47159,97,54,108
DO30220,105,55,321
DO26806,276,55,167
DO46847,96,55,134
DO45089,74,55,124
DO37531,1018,55,120
DO47056,46,55,112
DO18572,46,55,110
DO47068,47,55,110
DO46366,68,56,223
DO11046,81,56,125
DO38229,32,56,121
DO51180,61,56,120
DO50851,113,56,116
DO46503,101,57,366
DO218333,92,57,176
DO45085,82,57,153
DO20780,59,57,114
DO46420,112,58,287
DO15014,57,58,145
DO44517,75,58,140
DO52693,47,58,119
DO45183,53,58,116
DO46893,51,58,116
DO221545,177,59,171
DO37440,518,59,147
DO17323,63,59,118
DO221544,107,60,317
DO34905,129,60,138
DO10970,14,60,130
DO46984,67,60,121
DO10840,142,61,131
DO46905,97,61,122
DO50800,62,62,192
DO14242,63,62,145
DO2252,58,63,588
DO1328,76,63,210
DO48505,126,64,238
DO51086,30,64,191
DO23552,62,64,175
DO26230,315,64,143
DO26463,344,65,193
DO50785,45,65,168
DO50382,106,65,165
DO50338,130,65,156
DO9940,109,65,130
DO1287,148,66,331
DO222305,155,66,141
DO49418,111,66,136
DO17722,33,67,139
DO47162,57,67,135
DO29398,130,68,210
DO45237,197,68,182
DO221547,84,68,161
DO15046,243,69,258
DO27279,344,69,174
DO45259,122,69,142
DO218408,19,69,139
DO46493,127,70,433
DO14238,52,70,190
DO44097,465,70,188
DO51078,58,70,154
DO42209,40,71,142
DO2114,24,72,151
DO48040,137,73,241
DO17791,44,73,146
DO46992,90,74,148
DO46488,85,75,336
DO50365,142,75,228
DO51519,39,75,186
DO44888,335,75,157
DO46957,91,75,151
DO44978,121,75,150
DO37425,1867,76,169
DO1257,31,77,383
DO46551,82,77,228
DO220906,2381,77,185
DO25985,424,80,160
DO218168,37,81,569
DO50323,362,81,365
DO14502,309,81,175
DO50817,115,81,173
DO522,427,82,239
DO20604,47,82,164
DO50407,169,83,596
DO44919,106,83,212
DO44525,86,83,168
DO220891,2445,84,228
DO47004,57,84,168
DO27334,297,85,351
DO26512,281,85,244
DO26934,242,85,240
DO11854,2465,86,261
DO51953,61,87,316
DO23786,122,87,221
DO46980,77,87,178
DO51962,157,88,298
DO44090,314,89,184
DO3662,81,90,238
DO14718,110,91,223
DO48682,461,94,189
DO46988,74,94,188
DO50804,155,95,201
DO46838,77,95,190
DO45081,112,96,244
DO35330,25,96,198
DO8264,10831,98,202
DO50419,42,100,236
DO51959,43,103,222
DO47124,57,103,220
DO49736,87,104,208
DO26469,991,107,354
DO220911,948,107,280
DO46378,173,108,446
DO47060,61,109,218
DO46850,74,110,220
DO44496,131,111,282
DO37659,1246,112,245
DO27025,239,114,307
DO25797,937,116,300
DO47331,1889,116,257
DO50341,177,117,425
DO14862,113,118,283
DO50374,205,121,404
DO44889,55,121,261
DO18056,71,121,242
DO49079,65,124,295
DO26769,704,132,317
DO46830,59,137,274
DO27128,448,139,530
DO639,305,141,304
DO52686,889,145,806
DO23838,253,148,306
DO46836,120,151,302
DO25320,737,165,336
DO25847,684,202,470
DO47268,981,207,438
DO220878,1244,239,479
DO41056,241,279,558
DO46591,363,308,691
DO46877,347,355,722
DO45041,302,366,745
DO51474,471,378,804
DO47753,518,516,1481
DO45299,2291,984,2007
